OBJECTID,* Damage,* Street Number,* Street Name,"* Street Type (e.g. road, drive, lane, etc.)",* City,State,Zip Code,* CAL FIRE Unit,County,Community,Incident Start Date,Hazard Type,Structure Defense Actions Taken,* Structure Type,Structure Category,# Units in Structure (if multi unit),* Roof Construction,* Eaves,* Vent Screen,* Exterior Siding,* Window Pane,* Deck/Porch On Grade,* Deck/Porch Elevated,* Patio Cover/Carport Attached to Structure,* Fence Attached to Structure,Distance - Propane Tank to Structure,Distance - Residence to Utility/Misc Structure &gt; 120 SQFT,Assessed Improved Value (parcel),Year Built (parcel),Site Address (parcel),Latitude,Longitude
69856,Destroyed (>50%),3723.0,Cannes,Place,Santa Rosa,CA,0.0,LNU,Sonoma,Fountaingrove,10/8/2017 12:00:00 AM,Fire,,Single Family Residence Multi Story,Single Residence,,Fire Resistant,Unknown,Screened,Fire Resistant,Multi Pane, , , ,,,,403513.0,,3725 CANNES PL SANTA ROSA CA 95403,38.4945757035163,-122.711502491219
98050,No Damage,13761.0,Calle Codoniz,,Lake Elsinore,CA,92530.0,RRU,Riverside,,9/9/2024 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,0.0,Tile,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,Combustible,No Fence,,,73638.0,1968.0,"13761 CALLE CORTEZ, LAKE ELSINORE, CA 92530",33.651541,-117.4188387
129710,No Damage,17510.0,Posetano,Road,Pacific Palisades,CA,90272.0,LAC,Los Angeles,Palisades,1/7/2025 8:02:01 AM,Fire,,Single Family Residence Multi Story,Single Residence,,Tile,Enclosed,"Mesh Screen > 1/8""""",Wood,Single Pane,Masonry/Concrete,Wood,Combustible,Non Combustible,,,259957.0,1954.0,"17510 POSETANO RD, PACIFIC PALISADES, CA 90272",34.0401978,-118.558368
1952,Destroyed (>50%),1420.0,Lumpkin ,Road,,CA,0.0,BTU,Butte,,9/9/2020 12:00:00 AM,Fire,,Mobile Home Double Wide,Single Residence,0.0,Asphalt,Unknown,"Mesh Screen > 1/8""""",Other,Single Pane,No Deck/Porch,Wood,Non Combustible,No Fence,,,38710.0,1989.0,"1420 LUMPKIN RD, FEATHER FALLS CA 95966",39.5536180284397,-121.334660993761
75025,No Damage,0.0,,,Unincorporated,CA,,LNU,Sonoma,,10/23/2019 12:00:00 AM,Fire,,Utility Misc Structure,Other Minor Structure,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,155071.0,0.0,HWY 128 GEYSERVILLE CA 95441,38.7117426284946,-122.879375650419
18942,Destroyed (>50%),5376.0,Mill Creek ,Road,,CA,,LNU,Sonoma,Healdsburg ,8/16/2020 12:00:00 AM,Fire,,Mobile Home Triple Wide,Single Residence,,Asphalt,Enclosed,"Mesh Screen > 1/8""""",Wood,Multi Pane,Masonry/Concrete,No Deck/Porch,Combustible,No Fence,,,134799.0,1906.0,5376 MILL CREEK RD HEALDSBURG CA 95448,38.5696085501892,-122.980221232985
104949,No Damage,1432.0,Old House,Road,Pasadena,CA,91107.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,,Single Family Residence Multi Story,Single Residence,,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Wood,Single Pane,Masonry/Concrete,Wood,Combustible,Non Combustible,,,763426.0,1951.0,"1432 OLD HOUSE RD, PASADENA, CA 91107",34.1702504,-118.0801385
7351,No Damage,0.0,Meadow,Lane,,CA,0.0,MMU,Madera,,9/4/2020 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,3741.0,1975.0,   ,37.4143838980021,-119.370142067726
20076,No Damage,218.0,Wildwood ,Way,,CA,,BEU,Monterey,,8/16/2020 12:00:00 AM,Fire,Engine Company Actions,Single Family Residence Multi Story,Single Residence,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,72312.0,1959.0,218 WILDWOOD WAY SALINAS CA 93908,36.5815911575118,-121.634427888689
84726,Destroyed (>50%),395.0,State Highway 89,,Greenville,CA,95947.0,LMU,Plumas,,7/13/2021 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,0.0,Metal,Unknown,"Mesh Screen > 1/8""""",Wood,Single Pane,Masonry/Concrete,Masonry/Concrete,No Patio Cover/Carport,No Fence,21-30,30-50',15231.0,,395 HIGHWAY 89 GREENVILLE CA 95947,40.1451109835002,-120.955397032894
62965,Destroyed (>50%),0.0,Main,Street,Middletown,CA,0.0,LNU,Lake,Middletown ,9/12/2015 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,,Combustible,Unknown,Unknown,Fire Resistant,Unknown, , , ,,,,70000.0,,21283 STATE HIGHWAY 175 MIDDLETOWN CA 95461,38.7527899637773,-122.618227083417
24381,No Damage,0.0,,,,CA,,CZU,Santa Cruz,,8/16/2020 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,125840.0,1947.0,690 CREEK DR BOULDER CREEK CA 95006,37.1733116235176,-122.144811021913
109906,No Damage,2061.0,Navarro,Avenue,Pasadena,CA,91103.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,Unknown,Single Family Residence Single Story,Single Residence,0.0,Tile,No Eaves,No Vents,Stucco Brick Cement,Single Pane,Masonry/Concrete,No Deck/Porch,Non Combustible,Combustible,,,110012.0,1927.0,"2067 NAVARRO AVE, PASADENA, CA 91103",34.181301,-118.154151
92115,No Damage,3540.0,Bojac,Court,Georgetown,CA,95634.0,AEU,El Dorado,Georgetown ,9/6/2022 12:00:00 AM,Fire,Engine Company Actions,Utility Misc Structure,Other Minor Structure,0.0,Metal,Unenclosed,No Vents,Wood,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,11-20,>50',425000.0,2005.0,"3540 BOJAC CT, GEORGETOWN, CA 95634",38.98804205,-120.7759424
61999,Destroyed (>50%),1269.0,Dogwood ,Drive,Santa Rosa,CA,0.0,LNU,Sonoma,Coffey Park,10/8/2017 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,,Fire Resistant,Unknown,Unknown,Fire Resistant,Unknown, , , ,,,,151563.0,,1269 DOGWOOD DR SANTA ROSA CA 95403,38.4784326705386,-122.743572578627
75239,No Damage,1260.0,Nutter,Road,Unincorporated,CA,,LNU,Sonoma,Geyserville,10/23/2019 12:00:00 AM,Fire,,Single Family Residence Multi Story,Single Residence,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,389038.0,1910.0,1260 NUTTER RD GEYSERVILLE CA 95441,38.7222603434192,-122.885796819748
44757,Destroyed (>50%),5770.0,Clark,Road,Paradise Central Southeast A,CA,,BTU,Butte,Paradise ,11/8/2018 12:00:00 AM,Fire,Unknown,Mobile Home Double Wide,Single Residence,,Metal,Unknown,Unknown,Ignition Resistant,Unknown,No Deck/Porch,Wood,No Patio Cover/Carport,No Fence,,<30',145000.0,1900.0,5770  CLARK RD A PARADISE CA 95969,39.7529168245314,-121.606898570344
57804,Destroyed (>50%),1335.0,Holly Park,Way,Santa Rosa,CA,0.0,LNU,Sonoma,Coffey Park,10/8/2017 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,,Fire Resistant,Unenclosed,Screened,Combustible,Multi Pane, , , ,,,,249045.0,,1335 HOLLY PARK WAY SANTA ROSA CA 95403,38.4756100918411,-122.74473069298
68084,Destroyed (>50%),0.0,Lakeshore,Drive,,CA,0.0,LNU,Lake,Clear Lake ,10/8/2017 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,,Fire Resistant,Unknown,Unknown,Fire Resistant,Unknown, , , ,,,,45794.0,,11911 LAKESHORE DR CLEARLAKE CA 95422,38.9808288482371,-122.687894307411
21761,No Damage,0.0,,,,CA,,CZU,Santa Cruz,,8/16/2020 12:00:00 AM,Fire,,Utility Misc Structure,Other Minor Structure,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,587280.0,1959.0,440 THAYER RD SANTA CRUZ CA 95060,37.0547284657257,-122.165472409093
118121,Destroyed (>50%),3286.0,Raymond ,Avenue,Altadena,CA,91001.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,Unknown,Single Family Residence Single Story,Single Residence,0.0,Asphalt,Unknown,"Mesh Screen > 1/8""""",Stucco Brick Cement,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,,624240.0,1950.0,"3286 RAYMOND AVE, ALTADENA, CA 91001",34.1992437,-118.1383809
99369,No Damage,3542.0,Coast View ,Drive,Malibu,CA,90265.0,LAC,Los Angeles,,12/9/2024 12:00:00 AM,Fire,Unknown,Single Family Residence Single Story,Single Residence,0.0,Asphalt,Unenclosed,"Mesh Screen <= 1/8""""",Wood,Multi Pane,Masonry/Concrete,No Deck/Porch,Combustible,Non Combustible,,,0.0,1960.0,"3542 COAST VIEW DR, MALIBU, CA 90265",34.0371305,-118.695561
88340,Destroyed (>50%),20118.0,Spyglass,Lane,Redding,CA,96003.0,SHU,Shasta,,9/22/2021 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,0.0,Asphalt,Unknown,"Mesh Screen > 1/8""""",Wood,Multi Pane,Masonry/Concrete,Wood,Unknown,No Fence,,,189499.0,,20118 SPYGLASS LN REDDING CA 96003,40.6829860634541,-122.312899604305
108572,Destroyed (>50%),2831.0,Fair Oaks,Avenue,Altadena,CA,91001.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,,Utility Misc Structure,Other Minor Structure,,Asphalt,Unknown,Unknown,Stucco Brick Cement,Unknown,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Non Combustible,,,427604.0,1925.0,"2831 FAIR OAKS AVE, ALTADENA, CA 91001",34.1939592,-118.1481238
41597,Destroyed (>50%),,Yankee Vista ,Drive,Concow/Yankee Hill,CA,,BTU,Butte,Oroville ,11/8/2018 12:00:00 AM,Fire,,Utility Misc Structure,Other Minor Structure,,Metal,No Eaves,No Vents,Ignition Resistant,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,,6243.0,1979.0,420  YANKEE VISTA DR   CONCOW CA 95965,39.7075570835335,-121.509361498241
106840,Destroyed (>50%),3069.0,Lake,Avenue,Altadena,CA,91001.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,,Utility Misc Structure,Other Minor Structure,,Asphalt,Unknown,Unknown,Unknown,Unknown,No Deck/Porch,No Deck/Porch,Combustible,No Fence,,,367911.0,1914.0,"3069 LAKE AVE, ALTADENA, CA 91001",34.1986157,-118.1313288
20125,No Damage,0.0,,,,CA,,BEU,Monterey,,8/16/2020 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,289752.0,1985.0,19520 REDDING DR SALINAS CA 93908,36.5862226639385,-121.632716477698
43234,Destroyed (>50%),3825.0,Dion,Road,Concow/Yankee Hill,CA,,BTU,Butte,Oroville ,11/8/2018 12:00:00 AM,Fire,,Utility Misc Structure,Other Minor Structure,,Metal,No Eaves,No Vents,Ignition Resistant,No Windows,Unknown,No Deck/Porch,No Patio Cover/Carport,No Fence,,<30',14025.0,0.0,3825  DION RD   CONCOW CA 95965,39.7211170335696,-121.517082449836
23621,Destroyed (>50%),225.0,Fern Rock ,Way,,CA,,CZU,Santa Cruz,,8/16/2020 12:00:00 AM,Fire,,Multi Family Residence Multi Story,Multiple Residence,,Asphalt,Unknown,Unknown,Stucco Brick Cement,Unknown,Masonry/Concrete,Unknown,No Patio Cover/Carport,No Fence,,,22520.0,1978.0,225 FERN ROCK WAY BOULDER CREEK CA 95006,37.144031090582,-122.158399044902
38739,Destroyed (>50%),5360.0,Newland,Road,Paradise Central Southeast B,CA,,BTU,Butte,Paradise ,11/8/2018 12:00:00 AM,Fire,Unknown,Mobile Home Double Wide,Single Residence,,Asphalt,No Eaves,"Mesh Screen > 1/8""""",Combustible,Multi Pane,Wood,No Deck/Porch,No Patio Cover/Carport,No Fence,,,36414.0,1984.0,5360  NEWLAND RD   PARADISE CA 95969,39.7487944985356,-121.595717017221
13844,Destroyed (>50%),7915.0,Saint Helena ,Road,,CA,,LNU,Sonoma,,9/27/2020 12:00:00 AM,Fire,,Single Family Residence Multi Story,Single Residence,,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Wood,Single Pane,Masonry/Concrete,Wood,Combustible,No Fence,,,524763.0,1980.0,7915 SAINT HELENA RD SANTA ROSA CA 95404,38.5209995426049,-122.596206976403
30415,Destroyed (>50%),5783.0,Fickett,Lane,Paradise Southeast A,CA,,BTU,Butte,Paradise,11/8/2018 12:00:00 AM,Fire,,Single Family Residence Multi Story,Single Residence,,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Combustible,Multi Pane,No Deck/Porch,Wood,No Patio Cover/Carport,Non Combustible,,,213561.0,1979.0,5783  FICKETT LN   PARADISE CA 95969,39.7566596857221,-121.576353675863
123077,No Damage,1335.0,Avenida De Cortez,,Pacific Palisades,CA,90272.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,,Single Family Residence Multi Story,Single Residence,,Tile,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,Composite,Composite,No Patio Cover/Carport,Combustible,,,675904.0,1975.0,"1335 AVENIDA DE CORTEZ, PACIFIC PALISADES, CA 90272",34.0714278,-118.560142
115513,Destroyed (>50%),3182.0,Fair Oaks,Avenue,Altadena,CA,91001.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,,Single Family Residence Multi Story,Single Residence,,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Unknown,Masonry/Concrete,No Deck/Porch,Non Combustible,Combustible,,,443614.0,1983.0,"3182 FAIR OAKS AVE, ALTADENA, CA 91001",34.1995675,-118.1447627
61364,Destroyed (>50%),5026.0,Warm Springs,Road,Unincorporated,CA,0.0,LNU,Sonoma,Glenn Ellen,10/8/2017 12:00:00 AM,Fire,,Mobile Home Double Wide,Single Residence,,Fire Resistant,Not Applicable,Screened,Combustible,Single Pane, , , ,,,,152287.0,1986.0,5026 WARM SPRINGS RD,38.3671473478761,-122.530951760554
91651,Destroyed (>50%),20502.0,State Highway 96,,Klamath River,CA,96050.0,SKU,Siskiyou,,7/29/2022 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,,Asphalt,Unknown,"Mesh Screen <= 1/8""""",Wood,Single Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,,,23544.0,0.0,20502 STATE HIGHWAY 96 KLAMATH RIVER 96050 CA,41.83519795,-122.85090398
112511,Destroyed (>50%),2605.0,Lake ,Avenue,Altadena,CA,91001.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,,Commercial Building Single Story,Nonresidential Commercial,,Asphalt,Unknown,No Vents,Stucco Brick Cement,Single Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Non Combustible,,,509789.0,1958.0,"2605 LAKE AVE, ALTADENA, CA 91001",34.1904733,-118.1315815
125393,Destroyed (>50%),790.0,Alma Real,Drive,Pacific Palisades,CA,90272.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,,Utility Misc Structure,Other Minor Structure,,Asphalt,Unknown,No Vents,Stucco Brick Cement,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Non Combustible,,,537680.0,1947.0,"790 ALMA REAL DR, PACIFIC PALISADES, CA 90272",34.0428857,-118.5225185
75522,No Damage,8245.0,Highway 128,,Unincorporated,CA,,LNU,Sonoma,Healdsburg,10/23/2019 12:00:00 AM,Fire,Unknown,Single Family Residence Single Story,Single Residence,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,637500.0,1961.0,8245 HIGHWAY 128 HEALDSBURG CA 95448,38.6582212171476,-122.79695740421
23849,No Damage,0.0,,,,CA,,CZU,Santa Cruz,,8/16/2020 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,498343.0,1997.0,300 BIG CREEK RD DAVENPORT CA 95017,37.0711653556577,-122.224069477347
61492,Destroyed (>50%),3213.0,Franz Valley,Road,Unincorporated,CA,0.0,LNU,Sonoma,Franz Valley,10/8/2017 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,,Fire Resistant,Not Applicable,Screened,Combustible,Single Pane, , , ,,,,172227.0,,3213 FRANZ VALLEY RD SANTA ROSA CA 95404,38.561595872274,-122.694339053025
19845,No Damage,0.0,State Highway 128,Other,,CA,,LNU,Napa,,8/16/2020 12:00:00 AM,Fire,,Motor Home,Single Residence,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,   ,38.5364626241828,-122.123103953521
128834,Destroyed (>50%),1151.0,Iliff,Street,Pacific Palisades,CA,90272.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,,Utility Misc Structure,Other Minor Structure,,Asphalt,Unknown,"Mesh Screen <= 1/8""""",Stucco Brick Cement,Single Pane,Masonry/Concrete,No Deck/Porch,Non Combustible,Non Combustible,,,143589.0,1938.0,"1051 ILIFF ST, PACIFIC PALISADES, CA 90272",34.049166,-118.5198026
53003,No Damage,,,,,CA,,BTU,Butte,,11/8/2018 12:00:00 AM,Fire,,Commercial Building Single Story,Nonresidential Commercial,, , , , , , , , ,,,,1241892.0,1979.0,6626 CLARK RD PARADISE CA 95969,39.7758198604847,-121.589521712202
110398,No Damage,743.0,E Calaveras,Street,Altadena,CA,0.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,Unknown,School,Nonresidential Commercial,0.0,Metal,No Eaves,"Mesh Screen > 1/8""""",Wood,Single Pane,No Deck/Porch,Wood,Non Combustible,Combustible,,,,,,34.1856821,-118.1354477
17247,No Damage,4082.0,Atlas Peak,Road,,CA,,LNU,Napa,Napa,8/16/2020 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,,Tile,Unenclosed,"Mesh Screen <= 1/8""""",Stucco Brick Cement,Multi Pane,Unknown,Unknown,Unknown,No Fence,21-30,30-50',277757.0,1973.0,4082 ATLAS PEAK RD NAPA CA 94558,38.4299346682683,-122.248798908648
116801,Destroyed (>50%),32.0,E Palm,Street,Altadena,CA,91001.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,,Single Family Residence Single Story,Single Residence,,Tile,Unknown,"Mesh Screen > 1/8""""",Stucco Brick Cement,Single Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,,,141280.0,1923.0,"32 E PALM ST, ALTADENA, CA 91001",34.1961223,-118.1457247
32992,Destroyed (>50%),1395.0,Salisbury ,Lane,Paradise Northwest A,CA,,BTU,Butte,Paradise,11/8/2018 12:00:00 AM,Fire,Unknown,Mobile Home Single Wide,Single Residence,,Metal,No Eaves,"Mesh Screen > 1/8""""",Ignition Resistant,Single Pane,No Deck/Porch,Wood,Non Combustible,Combustible,,<30',5667.0,1971.0,1395  SALISBURY LN   PARADISE CA 95969,39.7829867691025,-121.594090097274
108455,No Damage,1968.0,El Molino ,Avenue,Altadena,CA,91001.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,,Single Family Residence Multi Story,Single Residence,,Tile,No Eaves,Unscreened,Stucco Brick Cement,Single Pane,Masonry/Concrete,Masonry/Concrete,No Patio Cover/Carport,Non Combustible,,,121356.0,1924.0,"1968 EL MOLINO AVE, ALTADENA, CA 91001",34.1795116,-118.1364372
71020,Destroyed (>50%),0.0,Indian Rock ,Road,Unincorporated,CA,0.0,LNU,Lake,Hidden Valley lake,9/12/2015 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,,Unknown,Unknown,Unknown,Unknown,Unknown, , , ,,,,161734.0,,20144 POWDER HORN RD HIDDEN VALLEY LAKE CA 95467,38.7927852943969,-122.537490315436
19396,No Damage,6450.0,Berryessa Knoxville ,Road,,CA,,LNU,Napa,,8/16/2020 12:00:00 AM,Fire,,Utility Misc Structure,Other Minor Structure,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,6450 BERRYESSA KNOXVILLE RD NAPA CA 94558,38.508117036325,-122.21758940279
114063,Destroyed (>50%),1084.0,Beverly,Way,Altadena,CA,91001.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,Unknown,Single Family Residence Multi Story,Single Residence,0.0,Asphalt,Unknown,Unknown,Stucco Brick Cement,Unknown,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Non Combustible,,30-50',232009.0,1927.0,"1084 BEVERLY WAY, ALTADENA, CA 91001",34.1865419,-118.1282879
106533,Destroyed (>50%),385.0,E Mariposa,Street,Altadena,CA,91001.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,Unknown,Single Family Residence Single Story,Single Residence,,Wood,Unenclosed,"Mesh Screen <= 1/8""""",Stucco Brick Cement,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Non Combustible,,,67744.0,1955.0,"385 E MARIPOSA ST, ALTADENA, CA 91001",34.1912435,-118.141211
107806,No Damage,845.0,E Sacramento ,Street,Altadena,CA,91001.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,Unknown,Single Family Residence Single Story,Single Residence,0.0,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Single Pane,Masonry/Concrete,No Deck/Porch,Combustible,Non Combustible,,,220662.0,1925.0,"845 E SACRAMENTO ST, ALTADENA, CA 91001",34.180168,-118.132902
11751,No Damage,108.0,Lilac,Lane,,CA,,LNU,Napa,Saint Helena,9/27/2020 12:00:00 AM,Fire,,Single Family Residence Multi Story,Single Residence,,Asphalt,Unenclosed,"Mesh Screen <= 1/8""""",Wood,Single Pane,Wood,No Deck/Porch,No Patio Cover/Carport,No Fence,,30-50',74669.0,1939.0,108 LILAC LN SAINT HELENA CA 94574,38.5408688248718,-122.470757197569
32635,Destroyed (>50%),6229.0,Pueblo,Drive,Magalia,CA,,BTU,Butte,Magalia,11/8/2018 12:00:00 AM,Fire,Unknown,Single Family Residence Single Story,Single Residence,0.0,Asphalt,Enclosed,"Mesh Screen > 1/8""""",Ignition Resistant,Single Pane,No Deck/Porch,Wood,Combustible,Combustible,>30,,21643.0,1977.0,6229  PUEBLO DR   MAGALIA CA 95954,39.8059443239898,-121.60539375031
32737,Destroyed (>50%),13788.0,Skyway ,,Magalia,CA,,BTU,Butte,Magalia ,11/8/2018 12:00:00 AM,Fire,,Utility Misc Structure,Other Minor Structure,,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Combustible,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,0-10,,221815.0,1977.0,13790  SKYWAY     MAGALIA CA 95954,39.8113662378453,-121.578827742157
45091,Destroyed (>50%),5775.0,Kenglo,Drive,Paradise Central Southeast A,CA,,BTU,Butte,Paradise,11/8/2018 12:00:00 AM,Fire,Unknown,Single Family Residence Single Story,Single Residence,,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Ignition Resistant,Multi Pane,Masonry/Concrete,No Deck/Porch,Combustible,No Fence,,,179933.0,1974.0,5775  KENGLO DR   PARADISE CA 95969,39.7568973289255,-121.597607351955
17629,Destroyed (>50%),8476.0,Mill Creek,Road,,CA,,LNU,Sonoma,Healdsburg,8/16/2020 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,,Asphalt,Enclosed,"Mesh Screen > 1/8""""",Wood,Multi Pane,Masonry/Concrete,Wood,Combustible,Non Combustible,,,168388.0,,8476 MILL CREEK RD HEALDSBURG CA 95448,38.59315249382,-122.982898841352
2073,No Damage,240.0,Mills Ranch,Road,,CA,0.0,BTU,Butte,,9/9/2020 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,0.0,Metal,Unenclosed,"Mesh Screen > 1/8""""",Wood,Single Pane,Wood,No Deck/Porch,Combustible,Non Combustible,,,55922.0,1995.0,"240 MILLS RANCH RD, FEATHER FALLS CA 95966",39.5660393306368,-121.33433085481
27613,No Damage,159.0,Summerland ,,,CA,,ORC,Orange,Irvine ,10/26/2020 12:00:00 AM,Fire,,Single Family Residence Multi Story,Single Residence,,Tile,Enclosed,Unknown,Stucco Brick Cement,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Non Combustible,,,,,,33.7306054981011,-117.740736203511
86143,No Damage,11254.0,Chester Warner Valley,Road,Chester,CA,96020.0,LMU,Plumas,,7/13/2021 12:00:00 AM,Fire,,Utility Misc Structure,Other Minor Structure,0.0,Metal,Unenclosed,"Mesh Screen > 1/8""""",Wood,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,,14183.0,,11254 CHESTER WARNER VALLEY RD CHESTER CA 96020,40.4201147389791,-121.328488263406
39142,Destroyed (>50%),351.0,Pinewood,Drive,Paradise Southwest A,CA,,BTU,Butte,,11/8/2018 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,,Tile,Unenclosed,"Mesh Screen > 1/8""""",Combustible,Unknown,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,,,300613.0,1990.0,351  PINEWOOD DR   PARADISE CA 95969,39.7571904940989,-121.637158906391
