Unnamed: 0.1,Unnamed: 0,_Damage,_Street_Number,_Street_Name,_Street_Type_eg_road_drive_lane_etc,_City,_CAL_FIRE_Unit,Incident_Start_Date,_Structure_Type,Structure_Category,_Roof_Construction,_Eaves,_Vent_Screen,_Exterior_Siding,_Window_Pane,_DeckPorch_On_Grade,_DeckPorch_Elevated,_Patio_CoverCarport_Attached_to_Structure,_Fence_Attached_to_Structure,Assessed_Improved_Value_parcel,Year_Built_parcel,Latitude,Longitude
5017,5017,Destroyed (>50%),5879.0,Pine View,Drive,Paradise Southwest B,BTU,11/8/2018 12:00:00 AM,Multi Family Residence Single Story,Multiple Residence,Asphalt,Unenclosed,"Mesh Screen <= 1/8""""",Ignition Resistant,Multi Pane,Masonry/Concrete,Wood,No Patio Cover/Carport,No Fence,82719.0,1956.0,39.759925291928,-121.627751610396
4288,4288,Destroyed (>50%),1020.0,Morada,Place,Altadena,LAC,1/7/2025 8:02:01 AM,Single Family Residence Single Story,Single Residence,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,Combustible,No Fence,500953.0,1905.0,34.1798382,-118.1295807
7061,7061,Destroyed (>50%),5294.0,Wooded Glen ,Road,Grizzly Flats ,AEU,8/14/2021 12:00:00 AM,Single Family Residence Single Story,Single Residence,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Wood,Multi Pane,Wood,Wood,Combustible,No Fence,115906.0,1966.0,38.6316786098368,-120.531468090499
2325,2325,Destroyed (>50%),4225.0,Highway 58,Hwy,Creston,SLU,7/9/2017 12:00:00 AM,Mobile Home Double Wide,Single Residence,Fire Resistant,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane, , , ,No Fence,1726.0,1966.0,35.4419475894618,-120.48362088367
8958,8958,No Damage,1160.0,N Altadena ,Drive,Pasadena,LAC,1/7/2025 8:02:01 AM,Multi Family Residence Single Story,Multiple Residence,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,Combustible,No Fence,169891.0,1949.0,34.1661351,-118.098045
7679,7679,Destroyed (>50%),5011.0,Pentz,Road,Unincorporated,BTU,11/8/2018 12:00:00 AM,Single Family Residence Single Story,Single Residence,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Combustible,Multi Pane,Masonry/Concrete,No Deck/Porch,Combustible,Non Combustible,195000.0,1935.0,39.7276988103449,-121.575509178648
564,564,No Damage,600.0,Sierra Meadows,Drive,Sierra Madre,LAC,1/7/2025 8:02:01 AM,Single Family Residence Multi Story,Single Residence,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,Wood,Combustible,Combustible,249602.0,1959.0,34.1722454,-118.0579682
1193,1193,Destroyed (>50%),20195.0,Old Big Basin ,Road,Unknown,CZU,8/16/2020 12:00:00 AM,Utility Misc Structure,Other Minor Structure,Asphalt,Unenclosed,No Vents,Stucco Brick Cement,Single Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,294375.0,1990.0,37.1721912496625,-122.193080133294
6974,6974,Destroyed (>50%),4154.0,Old Redwood ,Hwy,Unincorporated,LNU,10/8/2017 12:00:00 AM,Single Family Residence Single Story,Single Residence,Fire Resistant,Unenclosed,"Mesh Screen > 1/8""""",Combustible,Single Pane, , , ,No Fence,24001.0,1966.0,38.4897409708089,-122.731555750393
3039,3039,Destroyed (>50%),12991.0,Hwy 26,Unknown,Mokelumne Hill,TCU,9/9/2015 12:00:00 AM,Mobile Home Single Wide,Single Residence,Combustible,Unenclosed,Screened,Combustible,Single Pane, , , ,No Fence,1227.0,1966.0,38.3316379598135,-120.628533590197
2450,2450,Destroyed (>50%),1055.0,Sundown ,Trail,Unincorporated,LNU,10/8/2017 12:00:00 AM,Single Family Residence Single Story,Single Residence,Fire Resistant,Unenclosed,Screened,Fire Resistant,Single Pane, , , ,No Fence,647000.0,1966.0,38.5060302122179,-122.71673253221
3533,3533,Destroyed (>50%),8504.0,Deerbrush,Avenue,SOUTH LAKE,KRN,6/24/2016 12:00:00 AM,Mobile Home Single Wide,Single Residence,Fire Resistant,,"Mesh Screen > 1/8""""",Combustible,Single Pane, , , ,No Fence,4953.0,1966.0,35.6320547436971,-118.370178831219
2714,2714,No Damage,1621.0,Diamond Mountain ,Road,Greenville,LMU,7/13/2021 12:00:00 AM,Utility Misc Structure,Other Minor Structure,Metal,No Eaves,No Vents,Metal,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,402000.0,1966.0,40.1184507702549,-120.824245503221
3908,3908,No Damage,506.0,El Medio,Avenue,Pacific Palisades,LAC,1/7/2025 8:02:01 AM,Single Family Residence Multi Story,Single Residence,Asphalt,Enclosed,No Vents,Stucco Brick Cement,Single Pane,Masonry/Concrete,Wood,Combustible,Combustible,1849859.0,2006.0,34.0421197,-118.5343953
3314,3314,Destroyed (>50%),951.0,Alta Pine,Drive,Altadena,LAC,1/7/2025 8:02:01 AM,Single Family Residence Multi Story,Single Residence,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,72314.0,1947.0,34.2021648,-118.1296015
1779,1779,Destroyed (>50%),3189.0,Oak Grove ,Road,Mariposa ,MMU,7/11/2021 12:00:00 AM,Utility Misc Structure,Other Minor Structure,Metal,No Eaves,No Vents,Metal,Single Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Non Combustible,96000.0,1966.0,37.3548169952189,-119.878564315229
4514,4514,Destroyed (>50%),1141.0,Embury,Street,Pacific Palisades,LAC,1/7/2025 8:02:01 AM,Utility Misc Structure,Other Minor Structure,Concrete,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,602378.0,1929.0,34.0500037,-118.5242753
1141,1141,No Damage,132.0,Estaban ,Drive,Camarillo,VNC,11/6/2024 12:00:00 AM,Single Family Residence Single Story,Single Residence,Tile,Enclosed,No Vents,Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,Combustible,No Fence,556985.0,1980.0,34.24152,-119.059858
1324,1324,No Damage,1170.0,Cassill Mine,Road,Georgetown,AEU,9/6/2022 12:00:00 AM,Utility Misc Structure,Other Minor Structure,Metal,Unenclosed,"Mesh Screen > 1/8""""",Wood,No Windows,No Deck/Porch,No Deck/Porch,Combustible,No Fence,66326.0,1974.0,38.98841399,-120.75147568
6431,6431,Destroyed (>50%),5465.0,Foster ,Road,Paradise Central Southwest A,BTU,11/8/2018 12:00:00 AM,Single Family Residence Single Story,Single Residence,Asphalt,Unenclosed,"Mesh Screen <= 1/8""""",Ignition Resistant,Single Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,15225.0,1935.0,39.7447730217118,-121.626421624075
6040,6040,No Damage,220.0,Martin,Road,Unknown,CZU,8/16/2020 12:00:00 AM,Mobile Home Single Wide,Single Residence,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,159866.0,1966.0,37.0465481848423,-122.144565303937
7060,7060,Destroyed (>50%),6076.0,N Libby,Road,Paradise Central Southeast A,BTU,11/8/2018 12:00:00 AM,Single Family Residence Single Story,Single Residence,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Combustible,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Non Combustible,89284.0,1936.0,39.7665193563064,-121.593317571283
8530,8530,No Damage,13670.0,Kitty Hawk ,Lane,Redding,SHU,9/22/2021 12:00:00 AM,Utility Misc Structure,Other Minor Structure,Asphalt,Unenclosed,"Mesh Screen <= 1/8""""",Wood,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,149774.0,1966.0,40.6858704772381,-122.298471498422
7130,7130,Destroyed (>50%),572.0,Valley View,Drive,Paradise Southwest B,BTU,11/8/2018 12:00:00 AM,Single Family Residence Single Story,Single Residence,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Combustible,Multi Pane,No Deck/Porch,Wood,Combustible,No Fence,21361.0,1940.0,39.7646433229562,-121.629757711918
9861,9861,Destroyed (>50%),1103.0,Mt. George,Avenue,Unincorporated,LNU,10/8/2017 12:00:00 AM,Single Family Residence Single Story,Single Residence,Fire Resistant,Unenclosed,"Mesh Screen > 1/8""""",Fire Resistant,Multi Pane, , , ,No Fence,1523238.0,1999.0,38.3314356976642,-122.235617451479
2067,2067,Destroyed (>50%),8244.0,Pleasants Valley ,Road,Unknown,LNU,8/16/2020 12:00:00 AM,Single Family Residence Single Story,Single Residence,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Wood,Single Pane,Wood,No Deck/Porch,No Patio Cover/Carport,No Fence,771374.0,1989.0,38.4683128584833,-122.044613913388
1233,1233,Destroyed (>50%),3533.0,Deer Park,Drive,Santa Rosa,LNU,10/8/2017 12:00:00 AM,Utility Misc Structure,Other Minor Structure,Fire Resistant,Unenclosed,Screened,Fire Resistant,Multi Pane, , , ,No Fence,182640.0,1966.0,38.4781834083376,-122.699494978514
6296,6296,Destroyed (>50%),6415.0,Dora Lee,Lane,Paradise Northwest A,BTU,11/8/2018 12:00:00 AM,Single Family Residence Single Story,Single Residence,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Combustible,Single Pane,No Deck/Porch,No Deck/Porch,Combustible,Non Combustible,63369.0,1966.0,39.7781716596072,-121.593841248669
278,278,Destroyed (>50%),5789.0,Thoreau ,Lane,Paradise Southeast A,BTU,11/8/2018 12:00:00 AM,Utility Misc Structure,Other Minor Structure,Asphalt,Unenclosed,"Mesh Screen <= 1/8""""",Ignition Resistant,Single Pane,Masonry/Concrete,No Deck/Porch,Combustible,No Fence,19011.0,1971.0,39.7565964278269,-121.585596892776
3344,3344,No Damage,590.0,W Harriet,Street,Altadena,LAC,1/7/2025 8:02:01 AM,Single Family Residence Single Story,Single Residence,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Wood,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Combustible,299143.0,1966.0,34.1938563,-118.1609674
5528,5528,Destroyed (>50%),1654.0,E Altadena ,Drive,Altadena,LAC,1/7/2025 8:02:01 AM,Single Family Residence Single Story,Single Residence,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,401002.0,1948.0,34.1901118,-118.1166739
2177,2177,Destroyed (>50%),107.0,Eden Canyon ,Road,Unknown,BTU,9/9/2020 12:00:00 AM,Motor Home,Single Residence,Metal,Unenclosed,No Vents,Metal,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,98757.0,1977.0,39.6530201633114,-121.408316047711
2389,2389,No Damage,14210.0,W Park,Avenue,Unknown,CZU,8/16/2020 12:00:00 AM,Utility Misc Structure,Other Minor Structure,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,362548.0,1991.0,37.1317167414313,-122.134661350082
4942,4942,No Damage,1450.0,Lumpkin,Road,Unknown,BTU,9/9/2020 12:00:00 AM,Single Family Residence Single Story,Single Residence,Metal,Unenclosed,"Mesh Screen <= 1/8""""",Stucco Brick Cement,Multi Pane,No Deck/Porch,Wood,Combustible,No Fence,65000.0,2005.0,39.5551138431135,-121.334393293112
8853,8853,No Damage,3791.0,Grizzly,Road,Taylorsville,LMU,7/13/2021 12:00:00 AM,Utility Misc Structure,Other Minor Structure,Metal,Enclosed,No Vents,Wood,No Windows,Wood,No Deck/Porch,Combustible,No Fence,4993430.0,1966.0,40.0376664747262,-120.765133687733
7724,7724,Destroyed (>50%),1141.0,Fiske,Street,Pacific Palisades,LAC,1/7/2025 8:02:01 AM,Single Family Residence Single Story,Single Residence,Asphalt,Enclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Combustible,271449.0,1940.0,34.0502191,-118.5230964
1264,1264,Destroyed (>50%),12030.0,Siegler Springs North,Road,Unincorporated,LNU,9/12/2015 12:00:00 AM,Utility or Miscellaneous Structure > 120 sqft,Other Minor Structure,Combustible,Unenclosed,"Mesh Screen > 1/8""""",Combustible,Single Pane, , , ,No Fence,24366.0,1966.0,38.8747743002704,-122.687900949555
4245,4245,No Damage,6727.0,Bucktown ,Lane,Unknown,LNU,8/16/2020 12:00:00 AM,Single Family Residence Multi Story,Single Residence,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,186548.0,1917.0,38.3844421980929,-122.025085547021
152,152,Destroyed (>50%),8288.0,Brinck,Trail,Unknown,LNU,8/16/2020 12:00:00 AM,Single Family Residence Multi Story,Single Residence,Concrete,Enclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,Masonry/Concrete,No Patio Cover/Carport,No Fence,754172.0,1990.0,38.4642353407195,-122.031965410507
4809,4809,Destroyed (>50%),9360.0,Bryant Creek ,Road,Echo Lake,AEU,8/14/2021 12:00:00 AM,Single Family Residence Single Story,Single Residence,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Wood,Multi Pane,No Deck/Porch,Wood,No Patio Cover/Carport,No Fence,49461.0,1966.0,38.8069756795822,-120.094576745116
5625,5625,No Damage,5465.0,Oak Meadows ,Road,Mariposa,MMU,7/4/2024 12:00:00 AM,Single Family Residence Single Story,Single Residence,Asphalt,Unenclosed,No Vents,Wood,Multi Pane,Masonry/Concrete,No Deck/Porch,Combustible,Combustible,357900.0,2008.0,37.5099937,-119.9773325
4330,4330,No Damage,4050.0,Pamela,Lane,Unknown,LNU,8/16/2020 12:00:00 AM,Single Family Residence Single Story,Single Residence,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,708243.0,2003.0,38.4010851669872,-122.003317599802
7514,7514,Destroyed (>50%),3309.0,Indian ,Unknown,LAKE ISABELLA,KRN,6/24/2016 12:00:00 AM,Single Family Residence Single Story,Single Residence,Fire Resistant,,"Mesh Screen > 1/8""""",Combustible,, , , ,No Fence,154221.0,1966.0,35.6215551769911,-118.406197765292
1340,1340,No Damage,4200.0,Aero,Road,Copperopolis,TCU,6/17/2024 12:00:00 AM,Single Family Residence Multi Story,Single Residence,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Wood,Multi Pane,Composite,Composite,Combustible,No Fence,261467.0,1999.0,38.032574,-120.6856506
8250,8250,No Damage,9971.0,Piney Creek ,Road,Coulterville,MMU,7/30/2024 12:00:00 AM,Mobile Home Single Wide,Single Residence,Other,No Eaves,No Vents,Vinyl,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,17000.0,1966.0,37.6931065,-120.3158686
2099,2099,No Damage,1166.0,N Vinedo ,Avenue,Pasadena,LAC,1/7/2025 8:02:01 AM,Utility Misc Structure,Other Minor Structure,Tile,No Eaves,No Vents,Stucco Brick Cement,No Windows,No Deck/Porch,No Deck/Porch,Combustible,Non Combustible,137379.0,1928.0,34.1665051,-118.0945405
6931,6931,Destroyed (>50%),6915.0,Cougar ,Lane,Unknown,LNU,9/27/2020 12:00:00 AM,Single Family Residence Multi Story,Single Residence,Asphalt,Unenclosed,"Mesh Screen <= 1/8""""",Stucco Brick Cement,Multi Pane,No Deck/Porch,Masonry/Concrete,No Patio Cover/Carport,Non Combustible,354007.0,2000.0,38.4749504892154,-122.585899489441
3096,3096,Destroyed (>50%),12451.0,Tomki,Road,Unincorporated,MEU,10/8/2017 12:00:00 AM,Single Family Residence Single Story,Single Residence,Fire Resistant,Unenclosed,"Mesh Screen > 1/8""""",Fire Resistant,Multi Pane, , , ,No Fence,52182.0,1966.0,39.3164816514552,-123.221416879036
1440,1440,Destroyed (>50%),205.0,Edgehill ,Drive,Unknown,BTU,9/9/2020 12:00:00 AM,Mobile Home Double Wide,Single Residence,Asphalt,Unenclosed,No Vents,Wood,Single Pane,Wood,No Deck/Porch,Combustible,No Fence,15000.0,1987.0,39.5562075848169,-121.320332968286
4989,4989,No Damage,17970.0,Sweetwater Springs ,Road,Unknown,LNU,8/16/2020 12:00:00 AM,Single Family Residence Single Story,Single Residence,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,57802.0,1966.0,38.5380362596741,-122.986956603356
2059,2059,Destroyed (>50%),880.0,Elliot,Road,Paradise Central Southwest B,BTU,11/8/2018 12:00:00 AM,Utility Misc Structure,Other Minor Structure,Asphalt,Unenclosed,"Mesh Screen <= 1/8""""",Ignition Resistant,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,49750.0,1940.0,39.7588815977086,-121.615991395804
4531,4531,Destroyed (>50%),0.0,Pond View,Drive,Unknown,CZU,8/16/2020 12:00:00 AM,Single Family Residence Single Story,Single Residence,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Wood,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,159866.0,1966.0,37.1568309624196,-122.181674500813
9024,9024,Destroyed (>50%),6920.0,Clark ,Road,Paradise Northeast A,BTU,11/8/2018 12:00:00 AM,Mobile Home Double Wide,Single Residence,Metal,Unenclosed,"Mesh Screen > 1/8""""",Ignition Resistant,Multi Pane,No Deck/Porch,Wood,Non Combustible,No Fence,1840647.0,1963.0,39.7856534454094,-121.583919175795
9046,9046,No Damage,979.0,Concha,Street,Altadena,LAC,1/7/2025 8:02:01 AM,Single Family Residence Multi Story,Single Residence,Tile,Enclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Combustible,66371.0,1925.0,34.1992927,-118.1291434
6625,6625,No Damage,240.0,Reginald ,Way,Oroville,BTU,7/12/2024 12:00:00 AM,Utility Misc Structure,Other Minor Structure,Asphalt,No Eaves,"Mesh Screen <= 1/8""""",Stucco Brick Cement,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,259686.0,2006.0,39.4070751,-121.493299
6380,6380,Destroyed (>50%),1200.0,E FORK INDIAN CREEK RD,Unknown,Unknown,SKU,9/8/2020 12:00:00 AM,Single Family Residence Multi Story,Single Residence,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,159866.0,1989.0,41.8887421997831,-123.410400099765
5198,5198,Destroyed (>50%),2449.0,El Molino ,Avenue,Altadena,LAC,1/7/2025 8:02:01 AM,Single Family Residence Single Story,Single Residence,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,40963.0,1940.0,34.1874484,-118.1336567
5356,5356,No Damage,663.0,Oriole ,Road,Wrightwood,BDU,9/8/2024 12:00:00 AM,Single Family Residence Multi Story,Single Residence,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Wood,Multi Pane,No Deck/Porch,Wood,No Patio Cover/Carport,Non Combustible,383739.0,1974.0,34.3620517,-117.6478268
5727,5727,No Damage,16700.0,State Highway 96,Other,Klamath River,SKU,7/29/2022 12:00:00 AM,Single Family Residence Single Story,Single Residence,Metal,Unenclosed,"Mesh Screen > 1/8""""",Wood,Single Pane,No Deck/Porch,Wood,Combustible,No Fence,78012.0,1960.0,41.86811,-122.810694
6465,6465,Destroyed (>50%),5817.0,Diamond Mountain,Road,Greenville,LMU,7/13/2021 12:00:00 AM,Utility Misc Structure,Other Minor Structure,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Wood,No Windows,Wood,No Deck/Porch,Combustible,No Fence,308189.0,1966.0,40.1578120501397,-120.790807681385
5059,5059,No Damage,430.0,Bernstein,Drive,Unknown,CZU,8/16/2020 12:00:00 AM,Single Family Residence Single Story,Single Residence,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,153848.0,1944.0,37.1747929571235,-122.142028672679
2251,2251,Destroyed (>50%),3923.0,Skyfarm,Drive,Santa Rosa,LNU,10/8/2017 12:00:00 AM,Single Family Residence Multi Story,Single Residence,Fire Resistant,Unenclosed,"Mesh Screen > 1/8""""",Fire Resistant,Multi Pane, , , ,No Fence,964000.0,1966.0,38.5003327340848,-122.723063251072
5985,5985,No Damage,5982.0,Sunhawk ,Drive,Unknown,LNU,9/27/2020 12:00:00 AM,Single Family Residence Multi Story,Single Residence,Asphalt,Enclosed,"Mesh Screen > 1/8""""",Vinyl,Multi Pane,Wood,Wood,No Patio Cover/Carport,Combustible,256020.0,2017.0,38.4693744606543,-122.63128080195
5089,5089,No Damage,14936.0,Eagle Ridge,Drive,Forest Ranch,BTU,7/24/2024 12:00:00 AM,Single Family Residence Multi Story,Single Residence,Tile,Unenclosed,"Mesh Screen > 1/8""""",Wood,Single Pane,Wood,Wood,No Patio Cover/Carport,No Fence,216693.0,1990.0,39.8519681,-121.6896702
9421,9421,No Damage,58438.0,Lark,Lane,North Fork,MMU,9/7/2022 12:00:00 PM,Single Family Residence Single Story,Single Residence,Asphalt,Unenclosed,No Vents,Wood,Multi Pane,Wood,Wood,Combustible,No Fence,79583.0,1966.0,37.20948228,-119.4836277
8393,8393,Destroyed (>50%),15580.0,Sugar Pine,Drive,Cobb,LNU,9/12/2015 12:00:00 AM,Single Family Residence Multi Story,Single Residence,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane, , , ,No Fence,73534.0,1966.0,38.835745021608,-122.721488024678
333,333,Destroyed (>50%),787.0,Mark West Springs,Road,Unincorporated,LNU,10/8/2017 12:00:00 AM,Single Family Residence Single Story,Single Residence,Combustible,Enclosed,Screened,Fire Resistant,Single Pane, , , ,No Fence,335000.0,1966.0,38.5059633787193,-122.73155181128
3330,3330,No Damage,599.0,Lilac,Avenue,Unknown,CZU,8/16/2020 12:00:00 AM,Single Family Residence Single Story,Single Residence,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,44023.0,1963.0,37.1366184386197,-122.12916338476
7642,7642,No Damage,16601.0,Calle Haleigh,Unknown,Pacific Palisades,LAC,1/7/2025 8:02:01 AM,Single Family Residence Multi Story,Single Residence,Tile,Enclosed,"Mesh Screen <= 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,Masonry/Concrete,Combustible,Non Combustible,655000.0,1999.0,34.0730698,-118.5479415
