Unnamed: 0.1,Unnamed: 0,_Damage,_Street_Number,_Street_Name,_Street_Type_eg_road_drive_lane_etc,_City,_CAL_FIRE_Unit,Incident_Start_Date,_Structure_Type,Structure_Category,_Roof_Construction,_Eaves,_Vent_Screen,_Exterior_Siding,_Window_Pane,_DeckPorch_On_Grade,_DeckPorch_Elevated,_Patio_CoverCarport_Attached_to_Structure,_Fence_Attached_to_Structure,Assessed_Improved_Value_parcel,Year_Built_parcel,Latitude,Longitude
5933,5933,No Damage,63000.0,Minarets ,Road,Unknown,MMU,9/4/2020 12:00:00 AM,Single Family Residence Single Story,Single Residence,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,0.0,1966.0,37.1800582331583,-119.405769166554
7522,7522,Destroyed (>50%),724.0,Elliott,Road,Paradise Central Southwest A,BTU,11/8/2018 12:00:00 AM,Commercial Building Single Story,Nonresidential Commercial,Asphalt,No Eaves,"Mesh Screen <= 1/8""""",Ignition Resistant,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Non Combustible,140482.0,1946.0,39.7591558410916,-121.623224660116
6141,6141,Destroyed (>50%),2353.0,New Long Valley,Road,Unincorporated,LNU,7/27/2018 12:00:00 AM,Utility Misc Structure,Other Minor Structure,Metal,No Eaves,No Vents,Ignition Resistant,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,0.0,1966.0,39.0627421831309,-122.628365137337
464,464,No Damage,Unknown,Unknown,Unknown,Unincorporated,BTU,11/8/2018 12:00:00 AM,Utility Misc Structure,Other Minor Structure, , , , , , , , ,No Fence,122744.0,1997.0,39.7250184933556,-121.662794236554
932,932,Destroyed (>50%),17163.0,Mustang,Court,Lower Lake,LNU,8/13/2016 12:00:00 AM,Single Family Residence Single Story,Single Residence,Fire Resistant,Unenclosed,Screened,Combustible,Single Pane, , , ,No Fence,40000.0,1966.0,38.9168764174803,-122.591683714606
8629,8629,Destroyed (>50%),21401.0,Big Basin ,Road,Unknown,CZU,8/16/2020 12:00:00 AM,Commercial Building Single Story,Nonresidential Commercial,Asphalt,Unenclosed,No Vents,Other,Single Pane,Masonry/Concrete,Wood,Combustible,No Fence,1093131.0,1966.0,37.1646346836311,-122.200881483209
2742,2742,Destroyed (>50%),442.0,Peregrine,Road,Mokelumne Hill,TCU,9/9/2015 12:00:00 AM,Single Family Residence Multi Story,Single Residence,Fire Resistant,Unenclosed,"Mesh Screen > 1/8""""",Fire Resistant,Multi Pane, , , ,No Fence,143000.0,1966.0,38.2986370660429,-120.67252767304
2866,2866,No Damage,1423.0,Emerald Bay ,Unknown,Laguna Beach,ORC,2/10/2022 12:00:00 AM,Single Family Residence Multi Story,Single Residence,Tile,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Single Pane,Masonry/Concrete,Wood,Combustible,Combustible,108916.0,1959.0,33.55701548,-117.80650286
5339,5339,No Damage,2393.0,Allen,Avenue,Altadena,LAC,1/7/2025 8:02:01 AM,Single Family Residence Multi Story,Single Residence,Tile,Unenclosed,Unscreened,Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,586063.0,1930.0,34.1870739,-118.1119042
4814,4814,Destroyed (>50%),1510.0,Country Oak,Drive,Paradise Northeast A,BTU,11/8/2018 12:00:00 AM,Single Family Residence Single Story,Single Residence,Asphalt,Unenclosed,"Mesh Screen <= 1/8""""",Combustible,Multi Pane,Masonry/Concrete,Wood,No Patio Cover/Carport,No Fence,269000.0,1995.0,39.7734364899251,-121.589181322574
1402,1402,No Damage,1720.0,E Altadena ,Drive,Altadena,LAC,1/7/2025 8:02:01 AM,Utility Misc Structure,Other Minor Structure,Asphalt,Unenclosed,No Vents,Stucco Brick Cement,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Non Combustible,448470.0,1924.0,34.1899258,-118.1150523
6932,6932,Destroyed (>50%),844.0,Santa Cruz ,Drive,Unknown,SHU,7/23/2018 12:00:00 AM,Single Family Residence Multi Story,Single Residence,Tile,Unenclosed,"Mesh Screen <= 1/8""""",Ignition Resistant,Multi Pane,Masonry/Concrete,No Deck/Porch,Non Combustible,Non Combustible,730000.0,2009.0,40.6005584227713,-122.426204602469
4276,4276,Destroyed (>50%),1930.0,Redwood Hill,Road,Unincorporated,LNU,10/8/2017 12:00:00 AM,Single Family Residence Multi Story,Single Residence,Fire Resistant,Enclosed,Screened,Combustible,Multi Pane, , , ,No Fence,2184495.0,1966.0,38.5340437278061,-122.714526326466
2947,2947,Destroyed (>50%),5981.0,Pentz,Road,Paradise Southeast A,BTU,11/8/2018 12:00:00 AM,Single Family Residence Single Story,Single Residence,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Ignition Resistant,Multi Pane,No Deck/Porch,No Deck/Porch,Combustible,No Fence,139000.0,1966.0,39.7564986262097,-121.57274168126
7588,7588,Destroyed (>50%),1776.0,Stark,Lane,Paradise Northeast B,BTU,11/8/2018 12:00:00 AM,Utility Misc Structure,Other Minor Structure,Asphalt,Enclosed,"Mesh Screen <= 1/8""""",Combustible,Multi Pane,Masonry/Concrete,Masonry/Concrete,Combustible,Combustible,129344.0,1956.0,39.7740008947082,-121.577359751252
8257,8257,No Damage,1362.0,Wooden Valley,Road,Unknown,LNU,8/16/2020 12:00:00 AM,Utility Misc Structure,Other Minor Structure,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,1356993.0,1930.0,38.3778798729883,-122.180552921841
9,9,No Damage,Unknown,Unknown,Unknown,Unincorporated,BTU,11/8/2018 12:00:00 AM,Single Family Residence Multi Story,Single Residence, , , , , , , , ,No Fence,15000.0,1966.0,39.7704191506451,-121.498951166755
3856,3856,Destroyed (>50%),9292.0,Franz Valley School ,Road,Unincorporated,LNU,10/8/2017 12:00:00 AM,Single Family Residence Single Story,Single Residence,Fire Resistant,Unenclosed,Screened,Fire Resistant,Multi Pane, , , ,No Fence,357756.0,1966.0,38.5794401883713,-122.649669653582
6765,6765,No Damage,887.0,Muskingum ,Avenue,Pacific Palisades,LAC,1/7/2025 8:02:01 AM,Single Family Residence Multi Story,Single Residence,Tile,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,Wood,Combustible,Combustible,2438567.0,1997.0,34.0506389,-118.5327829
1109,1109,No Damage,99999.0,Maple ,Avenue,Unknown,KRN,7/16/2024 12:00:00 AM,Mobile Home Single Wide,Single Residence,Asphalt,Unenclosed,No Vents,Metal,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,0.0,1966.0,34.988433,-118.5149998
7715,7715,Destroyed (>50%),1926.0,San Marcos,Drive,Santa Rosa,LNU,10/8/2017 12:00:00 AM,Single Family Residence Single Story,Single Residence,Fire Resistant,Unenclosed,Screened,Fire Resistant,Multi Pane, , , ,No Fence,291000.0,1966.0,38.4735931772779,-122.749786766233
1906,1906,Destroyed (>50%),7995.0,Ponderosa,Way,Mountain Ranch,TCU,9/9/2015 12:00:00 AM,Multi Family Residence Single Story,Single Residence,Fire Resistant,Unenclosed,Screened,Combustible,Single Pane, , , ,No Fence,76000.0,1966.0,38.2056966102509,-120.534452150142
7138,7138,No Damage,17076.0,Palisades ,Circle,Pacific Palisades,LAC,1/7/2025 8:02:01 AM,Utility Misc Structure,Other Minor Structure,Tile,No Eaves,"Mesh Screen <= 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,Wood,Combustible,Non Combustible,240739.0,1976.0,34.074817,-118.5624452
8034,8034,No Damage,1851.0,E Calaveras ,Street,Altadena,LAC,1/7/2025 8:02:01 AM,Single Family Residence Single Story,Single Residence,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,No Deck/Porch,No Deck/Porch,Combustible,Combustible,291589.0,1948.0,34.1844174,-118.1123144
8275,8275,No Damage,2618.0,Westridge,Road,Los Angeles,LAC,1/7/2025 8:02:01 AM,Single Family Residence Multi Story,Single Residence,Tile,Enclosed,"Mesh Screen > 1/8""""",Wood,Single Pane,Wood,No Deck/Porch,No Patio Cover/Carport,Combustible,828008.0,1972.0,34.0843326,-118.5088722
3294,3294,No Damage,1557.0,Michael,Lane,Pacific Palisades,LAC,1/7/2025 8:02:01 AM,Multi Family Residence Multi Story,Multiple Residence,Tile,Unenclosed,"Mesh Screen <= 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,Masonry/Concrete,Combustible,No Fence,311989.0,1977.0,34.0777245,-118.5655396
878,878,No Damage,25400.0,Campbell Creek,Place,Colfax,NEU,8/4/2021 12:00:00 AM,Single Family Residence Multi Story,Single Residence,Asphalt,Unenclosed,"Mesh Screen <= 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,Wood,Combustible,Non Combustible,382264.0,1966.0,39.1008330816561,-120.973951841987
5726,5726,No Damage,1150.0,Friesen,Drive,Unknown,LNU,9/27/2020 12:00:00 AM,Commercial Building Multi Story,Nonresidential Commercial,Metal,Enclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,Combustible,No Fence,10196599.0,1966.0,38.5869621668309,-122.474324978891
6045,6045,No Damage,2482.0,Catherine,Road,Altadena,LAC,1/7/2025 8:02:01 AM,Utility Misc Structure,Other Minor Structure,Asphalt,Unenclosed,Unscreened,Stucco Brick Cement,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,296065.0,1948.0,34.1873109,-118.1350985
1714,1714,Destroyed (>50%),0.0,Twin Falls Creek,Road,Unincorporated,SCU,9/26/2016 12:00:00 AM,Single Family Residence Single Story,Single Residence,Asphalt,Not Applicable,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane, , , ,No Fence,1754.0,1966.0,37.1255672897825,-121.818493809706
7415,7415,No Damage,104.0,Black Apple,Way,Chico,BTU,7/24/2024 12:00:00 AM,Utility Misc Structure,Other Minor Structure,Metal,Unenclosed,No Vents,Wood,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Combustible,334091.0,1987.0,39.9354019,-121.732924
6516,6516,No Damage,2230.0,Kinneloa Canyon,Road,Pasadena,LAC,1/7/2025 8:02:01 AM,Single Family Residence Multi Story,Single Residence,Tile,Unenclosed,"Mesh Screen <= 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,Masonry/Concrete,Non Combustible,Non Combustible,1305600.0,2021.0,34.1814807,-118.085448
4908,4908,No Damage,7758.0,English Hills,Road,Unknown,LNU,8/16/2020 12:00:00 AM,Single Family Residence Single Story,Single Residence,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,99958.0,1905.0,38.4419346112147,-122.003005532259
914,914,No Damage,1909.0,Capell Valley,Road,Unknown,LNU,8/16/2020 12:00:00 AM,Utility Misc Structure,Other Minor Structure,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,492559.0,1995.0,38.467963984392,-122.224424019932
3740,3740,No Damage,40260.0,State Highway 172,Other,Mill Creek,TGU,7/24/2024 12:00:00 AM,Utility Misc Structure,Other Minor Structure,Metal,Unenclosed,No Vents,Wood,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,145992.0,1934.0,40.3230296,-121.5292142
3775,3775,Destroyed (>50%),21854.0,Pacific Coast,Highway,Malibu,LAC,1/7/2025 8:02:01 AM,Single Family Residence Single Story,Single Residence,Concrete,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,Wood,No Patio Cover/Carport,No Fence,707041.0,1955.0,34.0379789,-118.6508541
7730,7730,Destroyed (>50%),19299.0,Scenic,Drive,Unincorporated,MEU,10/8/2017 12:00:00 AM,Single Family Residence Single Story,Single Residence,Fire Resistant,Unenclosed,Screened,Fire Resistant,Single Pane, , , ,No Fence,34677.0,1966.0,39.3791231837021,-123.202116228407
2792,2792,Destroyed (>50%),3474.0,Wells,Lane,Unknown,LNU,8/16/2020 12:00:00 AM,Utility Misc Structure,Other Minor Structure,Metal,Unenclosed,"Mesh Screen > 1/8""""",Wood,Multi Pane,No Deck/Porch,No Deck/Porch,Combustible,No Fence,406510.0,1989.0,38.410443951991,-122.040608148568
9602,9602,Destroyed (>50%),1920.0,Lowry,Lane,Paradise Southeast B,BTU,11/8/2018 12:00:00 AM,Single Family Residence Multi Story,Single Residence,Asphalt,Enclosed,"Mesh Screen > 1/8""""",Combustible,Multi Pane,Masonry/Concrete,Wood,No Patio Cover/Carport,No Fence,220798.0,1957.0,39.7534495996549,-121.571273006737
9456,9456,No Damage,28321.0,Grundy,Way,Unknown,ORC,12/2/2020 12:00:00 AM,Single Family Residence Multi Story,Single Residence,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Single Pane,Masonry/Concrete,No Deck/Porch,Combustible,No Fence,29548.0,1932.0,33.74606697763,-117.636751506694
5549,5549,Destroyed (>50%),700.0,Jean Marie,Drive,Unincorporated,LNU,10/8/2017 12:00:00 AM,Single Family Residence Multi Story,Single Residence,Fire Resistant,Unenclosed,Screened,Combustible,Multi Pane, , , ,No Fence,370738.0,1966.0,38.5019890799612,-122.746958869719
7113,7113,Destroyed (>50%),0.0,Whitehouse Creek,Road,Unknown,CZU,8/16/2020 12:00:00 AM,Utility Misc Structure,Other Minor Structure,Metal,No Eaves,No Vents,Wood,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,159866.0,1966.0,37.1688332546698,-122.296862052504
1684,1684,Destroyed (>50%),890.0,Echo Summit,Road,South Lake Tahoe,AEU,8/14/2021 12:00:00 AM,Single Family Residence Single Story,Single Residence,Metal,Unenclosed,No Vents,Wood,Single Pane,Wood,No Deck/Porch,No Patio Cover/Carport,No Fence,57749.0,1966.0,38.8226551195728,-120.028851257621
288,288,Destroyed (>50%),0.0,Zenia Lake Mountain ,Road,Kettenpom,HUU,8/17/2020 12:00:00 AM,Single Family Residence Single Story,Single Residence,Wood,Unenclosed,"Mesh Screen <= 1/8""""",Wood,Single Pane,Wood,No Deck/Porch,No Patio Cover/Carport,No Fence,33266.0,1966.0,40.1193608637804,-123.441265941636
472,472,Destroyed (>50%),1480.0,Patrick,Drive,Paradise Northwest A,BTU,11/8/2018 12:00:00 AM,Mobile Home Double Wide,Single Residence,Metal,Enclosed,"Mesh Screen > 1/8""""",Ignition Resistant,Single Pane,Masonry/Concrete,Wood,Non Combustible,No Fence,2756731.0,1900.0,39.783464349854,-121.590606252736
6893,6893,Destroyed (>50%),1884.0,Pinecrest,Drive,Altadena,LAC,1/7/2025 8:02:01 AM,Single Family Residence Single Story,Single Residence,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,275706.0,1952.0,34.1912244,-118.1120935
811,811,Destroyed (>50%),2023.0,Foxtail,Court,Santa Rosa,LNU,10/8/2017 12:00:00 AM,Single Family Residence Multi Story,Single Residence,Fire Resistant,Unenclosed,"Mesh Screen > 1/8""""",Combustible,Multi Pane, , , ,No Fence,963183.0,1966.0,38.4941883824413,-122.705119316135
6965,6965,Destroyed (>50%),650.0,Radcliffe,Avenue,Pacific Palisades,LAC,1/7/2025 8:02:01 AM,Single Family Residence Multi Story,Single Residence,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Combustible,460440.0,1946.0,34.0423366,-118.5304831
1601,1601,Destroyed (>50%),4556.0,Big bend,Road,Unincorporated,BTU,11/8/2018 12:00:00 AM,Utility Misc Structure,Other Minor Structure,Concrete,Unenclosed,"Mesh Screen <= 1/8""""",Ignition Resistant,No Windows,Masonry/Concrete,No Deck/Porch,Combustible,Non Combustible,25670.0,1950.0,39.7124853454633,-121.483437983146
4030,4030,Destroyed (>50%),2335.0,Kellogg,Court,Altadena,LAC,1/7/2025 8:02:01 AM,Single Family Residence Single Story,Single Residence,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Single Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,57090.0,1928.0,34.1860503,-118.1514755
1949,1949,Destroyed (>50%),1654.0,Hopper,Avenue,Santa Rosa,LNU,10/8/2017 12:00:00 AM,Single Family Residence Multi Story,Single Residence,Fire Resistant,Unenclosed,"Mesh Screen > 1/8""""",Combustible,Multi Pane, , , ,No Fence,167297.0,1966.0,38.4792095003698,-122.750936307065
3561,3561,No Damage,29072.0,Silverado Canyon,Road,Unknown,ORC,12/2/2020 12:00:00 AM,Utility Misc Structure,Other Minor Structure,Asphalt,Enclosed,No Vents,Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,196075.0,1966.0,33.7468226115432,-117.623511321264
886,886,No Damage,12704.0,Chester Warner Valley ,Road,Chester,LMU,7/13/2021 12:00:00 AM,Single Family Residence Single Story,Single Residence,Metal,Unenclosed,"Mesh Screen <= 1/8""""",Wood,Single Pane,Wood,No Deck/Porch,No Patio Cover/Carport,No Fence,26735.0,1966.0,40.4336945679577,-121.34860554012
7648,7648,No Damage,7425.0,Rancho Los Guilicos ,Road,Unknown,LNU,9/27/2020 12:00:00 AM,School,Nonresidential Commercial,Tile,No Eaves,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,Masonry/Concrete,No Patio Cover/Carport,Non Combustible,5000000.0,2008.0,38.4430455429522,-122.578368960025
3792,3792,Destroyed (>50%),4536.0,Buckingham Mountain ,Road,Mariposa,MMU,7/22/2022 12:00:00 AM,Utility Misc Structure,Other Minor Structure,Metal,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Non Combustible,119246.0,1986.0,37.52979045,-119.89590695
646,646,Destroyed (>50%),1049.0,Maplepark,Drive,Paradise Central Southwest B,BTU,11/8/2018 12:00:00 AM,Single Family Residence Single Story,Single Residence,Asphalt,No Eaves,No Vents,Combustible,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,28926.0,1947.0,39.7615437754513,-121.608761362732
51,51,Destroyed (>50%),73.0,Stump Ranch,Road,Unknown,BTU,9/9/2020 12:00:00 AM,Utility Misc Structure,Other Minor Structure,Metal,Unenclosed,No Vents,Wood,Single Pane,No Deck/Porch,No Deck/Porch,Combustible,No Fence,102360.0,1986.0,39.6871039209178,-121.315546395906
2486,2486,No Damage,41533.0,Indian Rock ,Road,Unknown,FKU,9/4/2020 12:00:00 AM,Utility Misc Structure,Other Minor Structure,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,200000.0,1951.0,37.0991221315221,-119.321862648177
5274,5274,No Damage,769.0,Wildomar ,Street,Pacific Palisades,LAC,1/7/2025 8:02:01 AM,Single Family Residence Single Story,Single Residence,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Wood,Multi Pane,Masonry/Concrete,Wood,No Patio Cover/Carport,Non Combustible,143661.0,1947.0,34.048007,-118.5355418
3169,3169,No Damage,0.0,Unknown,Unknown,Unknown,CZU,8/16/2020 12:00:00 AM,Single Family Residence Multi Story,Single Residence,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,113151.0,1975.0,37.1515862973693,-122.157724399344
8908,8908,Destroyed (>50%),21600.0,Big Basin,Way,Unknown,CZU,8/16/2020 12:00:00 AM,Commercial Building Single Story,Nonresidential Commercial,Other,No Eaves,"Mesh Screen <= 1/8""""",Wood,No Windows,No Deck/Porch,Wood,No Patio Cover/Carport,No Fence,159866.0,1966.0,37.1768088164428,-122.205012566604
16,16,No Damage,19515.0,Big Basin,Way,Unknown,CZU,8/16/2020 12:00:00 AM,Single Family Residence Multi Story,Single Residence,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,306000.0,1966.0,37.1706698969284,-122.179632734377
8400,8400,No Damage,18450.0,South Mountain,Road,Santa Paula,VNC,11/6/2024 12:00:00 AM,Utility Misc Structure,Other Minor Structure,Metal,Enclosed,No Vents,Stucco Brick Cement,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,368821.0,1985.0,34.3487799,-119.0368213
2185,2185,Destroyed (>50%),485.0,E Altadena,Drive,Altadena,LAC,1/7/2025 8:02:01 AM,Single Family Residence Single Story,Single Residence,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,No Deck/Porch,Masonry/Concrete,Combustible,Non Combustible,181574.0,1923.0,34.1918464,-118.1378028
9705,9705,Destroyed (>50%),36922.0,Peterson ,Road,Unknown,FKU,9/4/2020 12:00:00 AM,Single Family Residence Multi Story,Single Residence,Metal,Unenclosed,"Mesh Screen <= 1/8""""",Stucco Brick Cement,Multi Pane,No Deck/Porch,No Deck/Porch,Non Combustible,No Fence,82440.0,1985.0,37.0448098735993,-119.344064888615
8136,8136,Destroyed (>50%),16703.0,Dorvel,Lane,Anderson,SHU,7/18/2017 12:00:00 AM,Utility Misc Structure,Other Minor Structure,Fire Resistant,Unenclosed,"Mesh Screen > 1/8""""",Combustible,Multi Pane, , , ,No Fence,41220.0,1966.0,40.473752182581,-122.437760474589
8334,8334,Destroyed (>50%),5871.0,Kibler,Road,Paradise Southeast A,BTU,11/8/2018 12:00:00 AM,Utility Misc Structure,Other Minor Structure,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Combustible,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Combustible,105938.0,1963.0,39.7598728540178,-121.582379390634
5153,5153,Destroyed (>50%),6554.0,Lesley ,Court,Magalia,BTU,11/8/2018 12:00:00 AM,Single Family Residence Multi Story,Single Residence,Asphalt,Unenclosed,"Mesh Screen <= 1/8""""",Ignition Resistant,Multi Pane,Wood,Wood,Combustible,No Fence,137853.0,1977.0,39.8072952265462,-121.59289025977
2563,2563,Destroyed (>50%),2239.0,Holliston,Avenue,Altadena,LAC,1/7/2025 8:02:01 AM,Single Family Residence Multi Story,Single Residence,Tile,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Non Combustible,682756.0,1923.0,34.1843055,-118.123553
5747,5747,No Damage,595.0,Loop,Drive,Unknown,TUU,8/19/2020 12:00:00 AM,Single Family Residence Single Story,Single Residence,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Wood,Single Pane,Wood,Wood,No Patio Cover/Carport,No Fence,0.0,1966.0,36.1440974381558,-118.613643664797
1300,1300,Destroyed (>50%),10026.0,Nishinam Gulch,Road,Nevada City,NEU,8/17/2020 12:00:00 AM,Single Family Residence Multi Story,Single Residence,Tile,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,104040.0,1978.0,39.2790065063924,-121.102414384333
9376,9376,No Damage,41987.0,Gibbel ,Road,Hemet,RRU,9/5/2022 12:00:00 AM,Single Family Residence Multi Story,Single Residence,Asphalt,Unenclosed,Unscreened,Stucco Brick Cement,Multi Pane,Masonry/Concrete,Masonry/Concrete,Non Combustible,No Fence,175715.0,1955.0,33.69920205,-116.94077703
2299,2299,No Damage,7335.0,Sonoma Highway,Unknown,Unknown,LNU,9/27/2020 12:00:00 AM,Utility Misc Structure,Other Minor Structure,Other,No Eaves,No Vents,Stucco Brick Cement,No Windows,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,2891302.0,1991.0,38.4417594312681,-122.5855729707
4336,4336,No Damage,22800.0,Beckledge,Terrace,Malibu,LAC,12/9/2024 12:00:00 AM,Single Family Residence Single Story,Single Residence,Tile,Unenclosed,No Vents,Stucco Brick Cement,Single Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Non Combustible,1472628.0,2006.0,34.041618,-118.6706717
9205,9205,Destroyed (>50%),6377.0,Harvey,Road,Paradise Northwest B,BTU,11/8/2018 12:00:00 AM,Mobile Home Double Wide,Single Residence,Metal,Unenclosed,"Mesh Screen > 1/8""""",Combustible,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,30000.0,1969.0,39.7765344850928,-121.601065261232
7694,7694,Destroyed (>50%),5454.0,S. Liddy,Road,Paradise Central Southeast B,BTU,11/8/2018 12:00:00 AM,Single Family Residence Single Story,Single Residence,Asphalt,Unenclosed,"Mesh Screen <= 1/8""""",Combustible,Multi Pane,No Deck/Porch,No Deck/Porch,Combustible,Non Combustible,25730.0,1946.0,39.7456520259363,-121.593362476267
9970,9970,Destroyed (>50%),763.0,Deodara,Drive,Altadena,LAC,1/7/2025 8:02:01 AM,Utility Misc Structure,Other Minor Structure,Asphalt,Unenclosed,"Mesh Screen <= 1/8""""",Stucco Brick Cement,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Combustible,199236.0,1946.0,34.1874236,-118.1338091
1199,1199,Destroyed (>50%),9850.0,Mill,Street,Lower Lake,LNU,8/13/2016 12:00:00 AM,Multi Family Residence Single Story,Single Residence,Fire Resistant,,Screened,Fire Resistant,Multi Pane, , , ,No Fence,75003.0,1966.0,38.9113788980465,-122.605863458771
6421,6421,No Damage,Unknown,Unknown,Unknown,Unknown,BTU,11/8/2018 12:00:00 AM,Multi Family Residence Single Story,Multiple Residence, , , , , , , , ,No Fence,2030976.0,1989.0,39.7579564228237,-121.600622743937
6113,6113,No Damage,500.0,Waldeburg,Road,Unknown,CZU,8/16/2020 12:00:00 AM,Single Family Residence Single Story,Single Residence,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,96835.0,1939.0,37.0841525499685,-122.105390079824
7580,7580,No Damage,47841.0,Los Gatos,Road,Coalinga,FKU,9/3/2024 12:00:00 AM,Mobile Home Double Wide,Single Residence,Metal,Enclosed,No Vents,Wood,Multi Pane,Masonry/Concrete,Wood,Combustible,Combustible,28960.0,1966.0,36.2374629,-120.5906456
3697,3697,Destroyed (>50%),5678.0,Woodglen ,Drive,Paradise Southeast B,BTU,11/8/2018 12:00:00 AM,Utility Misc Structure,Other Minor Structure,Asphalt,Unenclosed,"Mesh Screen <= 1/8""""",Ignition Resistant,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,74312.0,1951.0,39.7530504156392,-121.583563623504
3954,3954,No Damage,16033.0,Northfield,Street,Pacific Palisades,LAC,1/7/2025 8:02:01 AM,Single Family Residence Multi Story,Single Residence,Asphalt,Enclosed,"Mesh Screen > 1/8""""",Wood,Multi Pane,No Deck/Porch,Masonry/Concrete,Combustible,Combustible,2014630.0,2017.0,34.046465,-118.53542
